CUSTOMER_ID,std_pago_unired,max_pago_unired,avg_pago_unired,pago_unired_mensual,avg_dia_pago_unired,max_dia_pago_unired,min_dia_pago_unired,avg_uso_tarjeta,PAYMENT_MEAN_ID,avg_pago_retail_mensual,max_pago_retail_mensual,std_pago_retail_mensual,SPEND_AMT,DISCOUNT_AMT,GENDER,EDAD,MOBILE_CONTACTABILITY,EMAIL_CONTACTABILITY,GSE,CIVIL_STATUS,bloqueo
34357356,38718.24220300953,142486,63025.90909090909,693285,9.165789943059103,12.154310870109944,2.8284271247461903,0.13953488372093026,1,36102.66666666666,70344,30223.842332392705,108308,5444,FEMENINO,41,1,0,D,SOLTERO,1
71099596,35142.355420124564,230710,144097.84615384616,1873272,5.458710991120986,7.202272368685267,4.561745697594706,0.017991004497751126,0,55115.33333333334,90299,37764.74824930431,165346,59614,FEMENINO,53,1,1,E,CASADO,0
80121976,11464.628615254587,58389,43493.42857142857,304454,4.320897925219693,6.551081335677848,2.1679483388678804,0.0,0,31105.0,118875,40476.28582268882,217735,59010,FEMENINO,55,1,0,D,CASADO,1
30976110,10139.217270633424,62488,36370.11111111112,327331,1.821464118383593,2.9358214555806383,0.7071067811865476,0.04632152588555858,1,38152.333333333336,67620,21352.834010188595,228914,13970,FEMENINO,51,1,1,E,CASADO,1
33279052,28081.11082455653,121940,64928.84615384616,844075,8.434981895319195,10.062624421909538,6.8073393687288535,0.06481481481481481,1,36618.5,48488,11494.595672169886,146474,63640,FEMENINO,53,1,0,C3,CASADO,0
28596652,15592.470266947475,99713,71640.23076923077,931323,1.5289439376835854,2.6363894724697734,1.1673205911990772,0.13924050632911392,0,148392.33333333337,268511,76026.76591752925,1780708,229437,MASCULINO,41,1,0,D,SOLTERO,0
59969698,10469.651654504396,38530,25682.83333333333,154097,0.8365528924611424,1.095445115010332,0.7071067811865476,0.0,0,30906.0,40156,13081.47545195113,61812,5479,MASCULINO,46,1,1,C3,SOLTERO,1
28465250,19221.43957021729,75012,43610.66666666666,523328,3.306954943218623,3.910359202286803,2.2335820757001272,0.2,1,48476.0,67494,26895.513529211523,96952,8038,FEMENINO,63,1,0,C2,CASADO,1
42807354,28989.40010574398,141735,83435.90909090909,917795,11.55748175924949,11.55748175924949,11.55748175924949,0.125,0,67876.25,113383,38132.422971260174,814515,66252,MASCULINO,47,1,0,C3,DIVORCIADO,0
53631982,38906.17935808642,143910,98850.07692307694,1285051,7.566368631312285,11.432253871018984,2.260776661041756,0.6265060240963856,1,19766.0,47393,14327.294981956644,177894,8388,FEMENINO,68,1,0,C3,SOLTERO,1
20343926,27886.34387732541,90678,49141.8,491418,4.735766141535403,6.236257619029948,2.8722813232690143,0.05952380952380953,0,68267.375,144974,45426.14935392389,546139,104690,FEMENINO,51,1,0,D,SOLTERO,1
14591944,298.0572092736562,22452,22099.1,220991,3.894440481849308,3.894440481849308,3.894440481849308,0.5476190476190477,1,68555.0,154252,42207.240542137064,822660,101523,FEMENINO,42,1,0,C3,DIVORCIADO,0
42854118,5659.842472912283,20980,16057.727272727272,176635,4.171330722922842,4.171330722922842,4.171330722922842,0.9041095890410958,1,143090.75,199721,35118.138916118805,1717089,173628,FEMENINO,59,1,0,C3,CASADO,0
37698916,19859.1483753032,84237,31189.230769230766,405460,6.633687210038563,9.188266562537377,4.228212125447088,0.0,0,82612.5,133519,33941.39800383221,991350,66228,FEMENINO,51,1,1,E,CASADO,1
95181086,50355.568534175036,176665,74726.2,747262,5.711049896626882,7.456540752922899,2.0,0.025974025974025976,1,9048.0,12926,5484.320194882863,18096,3093,FEMENINO,32,1,0,C3,CASADO,0
12139674,13004.798540913413,52022,30695.384615384613,399040,8.891849389505527,10.464948710583894,7.31875006842716,0.30303030303030304,1,8485.666666666666,13277,3108.549093494691,50914,5980,MASCULINO,55,1,0,D,SOLTERO,1
52655778,24949.57428822457,127400,82496.18181818182,907458,10.300450326760329,13.213241221961534,2.8284271247461903,0.0,0,58088.454545454544,104179,31432.947498965586,638973,50776,FEMENINO,53,1,0,D,CASADO,1
6855398,61761.14696659048,292304,168501.08333333337,2022013,9.936946199602357,13.57343343587374,0.7071067811865476,0.060869565217391314,1,74912.5,101931,38209.92913497747,149825,28719,FEMENINO,39,1,1,C3,CASADO,0
80960608,12589.856234286397,41600,19114.0,95570,2.549509756796392,2.549509756796392,2.549509756796392,0.027777777777777776,0,38233.0,61920,27515.560306851832,114699,12240,FEMENINO,68,1,0,E,VIUDO,0
6848496,38481.91493675958,105440,39023.8,195119,3.238636349978889,4.949747468305833,1.5275252316519463,0.5357142857142857,1,20187.25,66113,20493.584457789988,161498,6728,MASCULINO,53,1,0,C3,SOLTERO,0
15559792,54292.128161763314,142879,87259.66666666669,261779,9.883084406809296,13.435028842544405,0.0,0.07882882882882883,1,32231.5,57713,36036.28288961002,64463,11676,MASCULINO,37,1,0,C3,CASADO,1
35474616,23758.480619209084,49452,22167.33333333333,66502,1.0606601717798212,2.1213203435596424,0.0,0.5294117647058824,1,22463.0,53920,13800.675215365369,247093,31382,FEMENINO,56,1,0,E,CASADO,0
77458664,16757.239957701866,59200,30248.66666666667,272238,5.213560460806057,10.44030650891055,1.3038404810405295,0.7884615384615384,1,219302.22222222228,270034,42081.40747045475,1973720,179024,FEMENINO,46,1,0,C3,CASADO,0
53613930,12999.110546495096,44250,25487.5,305850,3.3530504642425494,5.800246300189083,1.3252962900462149,0.2916666666666667,1,64710.63636363637,84494,12818.442169567463,711817,81999,FEMENINO,58,1,0,D,DIVORCIADO,0
86010130,764.3824304626579,21321,20780.5,41561,3.5355339059327378,3.5355339059327378,3.5355339059327378,0.0,0,33318.0,58704,16264.007501227981,199908,2331,MASCULINO,45,1,0,C3,CASADO,1
60008446,13290.612862091799,52040,23972.33333333333,215751,8.574548010635219,14.181364924121766,1.7320508075688772,0.7932489451476793,1,12341.416666666664,34340,8670.73031901878,148097,23217,FEMENINO,47,1,0,D,DIVORCIADO,0
3345680,6129.299727661812,47100,29283.33333333333,351400,1.7752507291971888,1.7752507291971888,1.7752507291971888,0.0,0,30254.6,65934,22184.857398685253,151273,48207,FEMENINO,54,1,0,C3,DIVORCIADO,1
67840074,53323.442737328136,229558,115131.11111111114,1036180,1.3944333775567923,1.3944333775567923,1.3944333775567923,0.4883720930232558,0,42393.27272727273,131973,32081.87107414687,466326,47286,MASCULINO,41,1,1,C3,CASADO,0
11803436,30167.29139776685,123683,70805.5,708055,4.86723066560937,5.545268253204708,3.3911649915626336,0.7769784172661871,1,15528.5,20560,4459.960724789699,62114,26102,MASCULINO,59,1,1,D,CASADO,0
90515484,63727.50150495548,314012,182353.3076923077,2370593,5.729547580008401,8.390470785361213,1.096553304585587,0.0,0,56427.75,111481,27973.560296159245,451422,21568,FEMENINO,44,1,0,C3,CASADO,1
42275372,40660.68541081081,240061,164443.92307692303,2137771,2.9118120294881815,8.76667242769715,0.0,0.011857707509881422,0,56676.88888888888,102114,33612.914729477285,510092,86501,FEMENINO,64,1,0,D,DIVORCIADO,0
89636362,44192.146590420685,188677,108478.53846153848,1410221,4.912806984788422,8.789456493694331,1.5055453054181618,0.08,1,53551.5,63153,13578.571519125271,107103,22256,FEMENINO,50,1,1,E,CASADO,0
17521030,31799.733211669136,154844,119544.83333333331,1434538,2.895495022422696,3.186144245246149,2.449489742783177,0.1935483870967742,0,26148.0,32924,7905.974702716928,78444,8069,FEMENINO,70,1,0,C3,CASADO,0
44221600,86560.33661600978,407812,213036.0769230769,2769469,5.982951402588252,7.32575365861197,3.017045591727792,0.3886010362694301,0,65542.66666666669,132192,33733.94123898291,786512,41862,MASCULINO,70,1,0,C3,VIUDO,1
98925062,785440.3701616072,3007598,2027752.4615384613,26360782,2.9244573794642448,8.746859422660249,1.091928428198338,0.0,0,188115.625,235141,43759.17265128535,1504925,190604,MASCULINO,54,1,0,C3,CASADO,1
44330636,13346.347815039138,37200,18300.0,73200,8.731038816577165,16.46207763315433,1.0,0.09375,1,25326.0,32439,10059.301069159825,50652,3189,FEMENINO,52,1,0,C3,SOLTERO,1
64764468,49033.129467058636,187856,134828.66666666663,404486,0.4654518298914498,0.7071067811865476,0.0,0.3829787234042553,0,56266.41666666666,130982,41053.5226380444,675197,113750,FEMENINO,51,1,1,C3,CASADO,0
85902190,58358.707068535296,164785,92756.6,927566,2.5627186087915708,3.366501646120693,0.0,0.0027027027027027033,0,100497.45454545453,291630,84301.59693429731,1105472,253443,FEMENINO,44,1,1,C3,CASADO,1
74540372,47253.51955233952,185090,39725.083333333336,476701,9.4625070494103,13.664745688276632,6.5574385243019995,0.0,0,90276.66666666669,199021,47592.09290195041,1083320,444324,MASCULINO,54,1,0,E,CASADO,0
5221972,15002.969137201417,60207,34845.75,418149,4.346358513410787,6.5845319200426555,2.10818510677892,0.0,0,19475.875,65299,22151.748776096338,155807,15064,FEMENINO,44,1,0,D,CASADO,1
30744090,19196.81436640417,85300,48772.727272727265,536500,2.5347187425262767,3.9496835316262997,1.6865480854231356,0.8115942028985508,1,14056.111111111111,31596,8085.842371770002,126505,16327,FEMENINO,76,1,0,E,CASADO,0
23269158,34073.21975916585,125675,69858.61538461539,908162,5.368010602486503,12.288205727444508,1.5859229221975182,0.018867924528301886,1,61715.5,69229,10625.69360089025,123431,7620,FEMENINO,67,1,0,C3,CASADO,0
44221600,86560.33661600978,407812,213036.0769230769,2769469,5.982951402588252,7.32575365861197,3.017045591727792,0.3886010362694301,0,65542.66666666669,132192,33733.94123898291,786512,41862,MASCULINO,70,1,0,C3,VIUDO,1
51097832,59358.33321025785,228457,82736.0,744624,5.0,5.0,5.0,0.25806451612903225,1,53881.41666666666,64569,14959.868177945791,646577,79567,FEMENINO,42,1,0,C3,CASADO,0
19299182,13180.31676402354,39600,17420.0,87100,2.866997312107242,4.509249752822893,1.2247448713915894,0.3428571428571429,1,96511.27272727274,121299,15129.291814826685,1061624,97584,FEMENINO,79,0,0,D,SOLTERO,0
72430584,2108.132425210101,34990,30990.1,309901,3.0983866769659336,3.0983866769659336,3.0983866769659336,0.4426229508196721,1,49366.09090909091,94521,26812.88398309494,543027,19533,MASCULINO,35,1,1,D,SOLTERO,1
4480062,33391.96738556726,195971,150958.33333333337,1811500,6.234136548935054,12.791366135759215,1.501514387059097,0.22857142857142854,1,193201.0833333333,245449,66674.53153185573,2318413,290700,FEMENINO,47,1,1,C3,CASADO,0
9737188,18095.99823909228,130256,88216.53846153848,1146815,4.477699113941213,12.82540093294978,2.0943647333651403,0.07169811320754718,1,39772.0,97984,33112.55081284637,278404,94780,MASCULINO,70,1,1,C3,CASADO,0
48230410,4.242640687119285,27650,27647.0,55294,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.4,1,37660.5,47141,13407.451678078127,75321,10993,FEMENINO,48,1,0,E,SOLTERO,0
18340958,56542.03992847027,183300,78784.45454545454,866629,14.033591915427749,14.788884714917184,13.339998334166149,0.18795888399412627,0,104383.75,250585,59627.39639114191,1252605,244178,FEMENINO,49,1,1,D,CASADO,0
30976110,10139.217270633424,62488,36370.11111111112,327331,1.821464118383593,2.9358214555806383,0.7071067811865476,0.04632152588555858,1,38152.333333333336,67620,21352.834010188595,228914,13970,FEMENINO,51,1,1,E,CASADO,1
66758100,18251.188165556385,78446,51210.36363636363,563314,4.9399149830670765,6.618876325292972,3.7008686239082538,0.4634146341463415,1,79842.375,108062,31909.638745045137,638739,55863,FEMENINO,55,1,0,C3,SOLTERO,1
67259876,26053.71527445873,99751,54608.53846153847,709911,8.182319625151086,14.035668847618199,2.9202359113225387,0.4545454545454545,1,39451.91666666666,64143,11575.33992006937,473423,9608,MASCULINO,64,1,0,E,CASADO,0
70803900,6398.696980991164,50053,36329.36363636364,399623,6.940708551996585,9.291573243177568,4.589843860815601,0.0,0,16243.285714285714,34377,10446.455582545459,113703,2383,MASCULINO,57,1,0,C3,CASADO,0
12139674,13004.798540913413,52022,30695.384615384613,399040,8.891849389505527,10.464948710583894,7.31875006842716,0.30303030303030304,1,8485.666666666666,13277,3108.549093494691,50914,5980,MASCULINO,55,1,0,D,SOLTERO,1
20135306,134801.42255184107,434814,339495.0,678990,7.211102550927977,7.211102550927977,7.211102550927977,0.25,1,17978.0,29111,15744.439589899666,35956,4211,FEMENINO,36,1,0,C3,CASADO,0
57128048,0.0,13990,13990.0,27980,4.949747468305833,4.949747468305833,4.949747468305833,0.125,1,35657.666666666664,41520,5118.306783823468,106973,22290,FEMENINO,66,1,0,D,VIUDO,0
47112308,25971.50643056208,128200,71991.45454545454,791906,4.208240241287573,6.0277137733417065,1.6761634196950517,0.042735042735042736,1,17014.0,24267,8960.635970733327,51042,7506,FEMENINO,53,1,1,ABC1,DIVORCIADO,0
65532776,18282.980138642604,64897,46160.0,415440,3.3421803292115584,3.5023801430836534,3.181980515339464,0.53125,0,16124.333333333336,24997,8540.122325431488,48373,1326,MASCULINO,55,1,0,E,CASADO,1
28778362,13137.612292574324,72250,39392.66666666666,354534,1.5576141780365549,2.0816659994661326,0.7071067811865476,0.0,0,24816.42857142857,49014,17689.83131497813,173715,26158,FEMENINO,51,1,1,D,CASADO,1
47536066,124981.12357472227,191740,103365.0,206730,0.3535533905932738,1.4142135623730951,0.0,0.15625,0,29192.6,83297,25607.134675060133,291926,9586,MASCULINO,49,1,0,E,SOLTERO,1
8957036,1219.3968636629795,7830,5732.4,57324,5.420127099780759,5.420127099780759,5.420127099780759,0.475609756097561,0,21546.85714285714,56339,20905.38081793434,150828,40463,MASCULINO,63,1,1,C3,CASADO,1
53631982,38906.17935808642,143910,98850.07692307694,1285051,7.566368631312285,11.432253871018984,2.260776661041756,0.6265060240963856,1,19766.0,47393,14327.294981956644,177894,8388,FEMENINO,68,1,0,C3,SOLTERO,1
85478112,32840.45676379282,111390,52783.36363636363,580617,13.471229199354324,14.218532507494107,12.14495780149112,0.1153846153846154,1,14947.333333333336,20148,6131.812238917082,44842,8180,FEMENINO,57,1,0,D,CASADO,0
34357356,38718.24220300953,142486,63025.90909090909,693285,9.165789943059103,12.154310870109944,2.8284271247461903,0.13953488372093026,1,14627.833333333336,24563,7294.246977355967,87767,7139,FEMENINO,41,1,0,D,SOLTERO,1
44221600,86560.33661600978,407812,213036.0769230769,2769469,5.982951402588252,7.32575365861197,3.017045591727792,0.3886010362694301,1,52510.0,166443,41593.42010462713,630120,41327,MASCULINO,70,1,0,C3,VIUDO,1
368104,0.0,21480,21480.0,42960,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.4868421052631579,0,16246.0,36658,12049.723241635054,178706,22721,FEMENINO,40,1,0,C3,CASADO,0
18164436,37950.33850445295,132523,89956.53846153848,1169435,6.9836137607491375,13.435028842544405,2.1191765124474866,0.04583333333333333,1,18005.5,29897,16817.12057695966,36011,979,FEMENINO,50,1,0,D,SOLTERO,0
54843180,21320.319710644642,126288,93883.69230769233,1220488,5.428310501679369,10.94151116924288,1.9924098397912442,0.08227848101265822,1,20155.33333333333,47457,15212.242433864463,120932,5361,FEMENINO,66,1,0,C3,SOLTERO,1
507956,18572.621818149422,69580,49045.0,294270,5.757216489522072,8.621678104251709,3.082207001484489,0.07236842105263158,0,42559.16666666666,80740,18845.82042321964,510710,48074,MASCULINO,66,0,0,C3,SOLTERO,0
1607686,100496.87843376935,442361,162150.25,1945803,3.690564319888543,5.987866519432899,1.3093073414159542,0.022222222222222227,0,24268.5,48913,19230.35720639932,194148,24641,FEMENINO,46,1,1,C2,CASADO,1
23808950,3357.887385292677,19616,14776.76923076923,192098,2.9642108852912035,3.8622100754188233,2.066211695163584,0.0,0,35584.875,78484,23716.31957978966,284679,9414,MASCULINO,46,1,0,C3,SOLTERO,0
28167746,37467.88580494378,125197,75547.76923076923,982121,6.125993356598079,8.58570240075241,1.0,0.028469750889679717,1,41040.5,68807,39267.760879632544,82081,7616,FEMENINO,33,1,0,C3,SOLTERO,0
99539340,5370.2417698523295,18600,8638.333333333334,51830,1.6181832689226925,2.0816659994661326,1.1547005383792517,0.00563380281690141,0,36577.81818181818,120807,38424.329482290734,402356,146062,FEMENINO,45,1,0,D,SOLTERO,1
68031694,12855.178917463576,76150,61337.5,245350,2.1213203435596424,4.242640687119285,0.0,0.28125,0,39734.75,117598,31506.601253835397,476817,38712,FEMENINO,72,1,0,C3,SOLTERO,0
82618378,23090.372906952867,77757,37267.125,298137,5.6106444560350806,9.246621004453463,1.8929694486000916,0.0,0,18802.83333333333,45689,10474.230150346335,225634,37406,FEMENINO,37,1,1,D,SOLTERO,0
27385698,4786.911719420342,26700,17242.85714285714,120700,3.76015690570017,5.196152422706631,2.309401076758504,0.8870967741935484,1,43039.5,78579,17864.22314491813,344316,11957,MASCULINO,60,1,0,C2,CASADO,1
72770770,19494.700352100357,90360,49767.272727272735,547440,11.672791372339391,12.300221727491524,11.045361017187265,0.2962962962962963,0,16800.571428571428,41762,14978.33940347575,117604,7103,FEMENINO,56,1,0,E,CASADO,1
76602810,18735.517962771493,54570,37613.333333333336,112840,8.504900548115383,8.504900548115383,8.504900548115383,0.08163265306122447,1,97078.5,134111,52371.86374858164,194157,25314,MASCULINO,57,1,0,C3,CASADO,0
73769992,15670.218109715659,52240,25999.16666666667,311990,2.2937373119587763,6.220932405998316,0.5,0.7317073170731707,1,106342.83333333331,156366,33099.56876355542,1276114,249009,FEMENINO,50,1,1,C3,CASADO,0
30699718,32896.68911675527,119847,66041.8,660418,6.2566449394255885,13.149778198382915,1.1126972805283737,0.0,0,12255.0,18153,5707.33076840654,61275,209,FEMENINO,67,1,1,D,VIUDO,1
51741036,21768.354106107538,67808,36134.6,361346,7.579921380963653,13.299578485004249,0.7071067811865476,0.0,0,28901.5,60187,21553.5805262142,173409,19606,FEMENINO,47,1,0,E,CASADO,1
96897926,27464.088247944965,121370,45366.90909090909,499036,7.912489446370566,11.043205193800436,6.0,0.21052631578947367,1,39919.75,49773,10815.46230711691,159679,15562,MASCULINO,46,1,0,D,CASADO,1
88571590,23833.152664074703,100090,62447.5,749370,7.080912642209599,9.580924675993376,3.66308364881036,0.7540983606557377,1,129154.9,156854,15470.876980457317,1291549,102804,MASCULINO,52,1,0,C3,CASADO,1
63155134,19520.893049615977,75060,40153.63636363636,441690,5.137110681307947,11.073348527841413,2.070196678027062,0.0,0,23864.33333333333,54922,17402.78951777559,214779,47100,FEMENINO,45,1,0,D,SOLTERO,0
38520370,23154.995309387945,83046,52016.0,520160,9.976112775185626,11.566714697306617,7.505553499465137,0.4705882352941176,0,43668.0,78729,49583.74171036309,87336,15381,FEMENINO,54,1,0,C3,CASADO,1
87109750,218001.39091011227,807781,318043.92307692306,4134571,7.389502336045628,12.209286083414815,2.309401076758504,0.0,0,17893.0,20867,4205.8711344975845,35786,19482,FEMENINO,55,1,0,C3,CASADO,1
59762808,35032.114812913474,145600,72312.41666666669,867749,5.798970233089633,12.374368670764582,1.810463415200036,0.2380952380952381,1,20454.0,35319,21022.284604676057,40908,2114,MASCULINO,64,0,0,,CASADO,0
44330636,13346.347815039138,37200,18300.0,73200,8.731038816577165,16.46207763315433,1.0,0.09375,0,27389.5,34780,10451.74533271836,54779,2283,FEMENINO,52,1,0,C3,SOLTERO,1
21868708,98355.21953467588,291019,114235.0,913880,9.749473367431039,10.523782589924592,8.975164144937484,0.0,0,64710.222222222226,104973,37947.05579415146,582392,19784,MASCULINO,34,1,1,C3,CASADO,0
86105142,4964.834229163843,66421,62165.38461538463,808150,5.452159390241651,7.187061023384049,4.560340261066416,0.0,0,40804.5,71546,19134.148831343402,244827,25974,FEMENINO,50,1,0,C3,CASADO,1
56501266,12905.40586343568,47951,38825.5,77651,2.8284271247461903,2.8284271247461903,2.8284271247461903,0.4130434782608696,1,20241.88888888889,58063,15284.302890911023,182177,8108,FEMENINO,60,1,1,C3,CASADO,0
45929668,19758.729451198044,203952,173207.23076923078,2251694,3.8433328599679775,4.343029445203517,3.200378765462651,0.13725490196078433,0,10481.5,15885,7641.702984283019,20963,1512,FEMENINO,43,1,1,D,SOLTERO,0
61904156,24998.32894235647,229536,194176.92307692303,2524300,3.0191697237207364,6.664047104389629,1.1411388181101378,0.0053191489361702135,0,107006.75,181639,31483.220119829482,1284081,189894,MASCULINO,56,1,1,C3,CASADO,0
84708056,41904.18407659311,153135,51208.375,409667,1.535895295576609,1.535895295576609,1.535895295576609,0.6857142857142857,0,23919.0,46946,20417.799081520352,167433,12222,FEMENINO,36,1,1,C3,SOLTERO,0
76458370,24901.843023647045,100000,72783.15384615384,946181,7.274885576162291,12.946140896134416,2.9987371079213068,0.9378238341968912,1,296222.0,340609,31600.96128284708,3554664,194898,FEMENINO,62,1,1,C3,CASADO,0
92478770,14855.717475100286,45650,27307.2,136536,0.8366600265340755,0.8366600265340755,0.8366600265340755,0.16304347826086954,1,34891.375,56434,18279.389681414417,279131,16342,FEMENINO,57,1,0,E,CASADO,0
77458664,16757.239957701866,59200,30248.66666666667,272238,5.213560460806057,10.44030650891055,1.3038404810405295,0.7884615384615384,1,38621.0,132971,37972.10712849338,386210,60293,FEMENINO,46,1,0,C3,CASADO,0
72319126,20818.99468361437,72580,27866.0,334392,6.342706812049936,12.069244660154448,2.8284271247461903,0.0,0,31436.375,51725,14036.622313866785,251491,11578,FEMENINO,61,1,1,D,CASADO,0
47119660,30052.772026886305,111378,64909.25,519274,8.978713180279517,12.76583983397358,4.833908011812664,0.7079646017699115,1,179028.58333333337,332150,72498.78748385236,2148343,212600,MASCULINO,38,1,0,C3,SOLTERO,0
94926496,10578.022440418625,35532,17957.666666666668,161619,4.762810641627344,9.055385138137416,1.9023794624226842,0.0,0,52728.58333333334,80990,21036.24519925867,632743,35459,MASCULINO,72,1,1,C3,CASADO,0
30153274,41800.08066113961,211011,102736.55555555556,924629,1.689540012709215,1.689540012709215,1.689540012709215,0.02325581395348837,0,35818.375,98062,28470.72445230865,286547,51652,MASCULINO,59,1,0,E,DIVORCIADO,1
68228584,17472.07306220155,58990,24137.090909090908,265508,6.367109746675309,10.244239573752873,2.4899799195977463,0.0,0,15875.428571428569,42885,15057.970457060746,111128,19442,MASCULINO,70,1,0,C3,SOLTERO,0
21542596,46248.62697912821,186183,114775.0,1377300,2.487867990331906,4.712169930567598,1.0000000000000002,0.07692307692307693,0,105951.27272727274,191446,46731.943011372656,1165464,146498,MASCULINO,49,1,1,E,CASADO,1
84604488,1807.397392200546,36510,33209.0,232463,2.9958298553119898,4.99165971062398,1.0,0.0,0,40029.0,176572,56375.92370196696,360261,42375,MASCULINO,39,1,0,C3,SOLTERO,1
88516644,20329.908322916308,144375,100842.72727272726,1109270,0.9989171626493852,0.9989171626493852,0.9989171626493852,0.5,1,139956.5,235181,57228.91749057339,1119652,78807,FEMENINO,61,1,1,D,CASADO,0
1160902,47706.28365320443,156186,80552.0,563864,10.170832032063169,13.341664064126336,7.0,0.3333333333333333,1,59660.25,116303,39375.41271529735,477282,66822,FEMENINO,67,1,0,D,CASADO,0
30976110,10139.217270633424,62488,36370.11111111112,327331,1.821464118383593,2.9358214555806383,0.7071067811865476,0.04632152588555858,1,38152.333333333336,67620,21352.834010188595,228914,13970,FEMENINO,51,1,1,E,CASADO,1
86497568,31570.854978757598,114990,58003.38461538463,754044,4.530406438781567,6.9790832019099245,2.2038926600773587,0.0,0,50108.25,66559,24981.673407720307,200433,111151,MASCULINO,54,1,0,C3,CASADO,1
38770992,14625.568581540118,73100,58083.66666666666,174251,1.6329931618554518,1.6329931618554518,1.6329931618554518,0.3333333333333333,1,34553.666666666664,62959,18610.98650439215,207322,18524,FEMENINO,31,1,1,D,SOLTERO,1
71532876,6433.531471905611,30250,24888.8,124444,1.0,1.0,1.0,0.0,0,6601.857142857143,15040,4930.369608476679,46213,13699,MASCULINO,63,1,1,C3,CASADO,1
